Germany,Stadtklause,+49 30 51056381,"Bernburger Str. 35, 10963 Berlin, Germany, Kreuzberg",German,136,4.5,stadtklause.de,https://www.yelp.com/biz/stadtklause-berlin?osq=Restaurants
Germany,Scheers Schnitzel,+49 1578 8948011,"Warschauer Platz 18, 10245 Berlin, Germany, Friedrichshain",Schnitzel,145,4.5,scheers-schnitzel.de,https://www.yelp.com/biz/scheers-schnitzel-berlin?osq=Restaurants
Germany,Elefant,+49 30 23607346,"Fuggerstr. 18, 10777 Berlin, Germany, Schöneberg",German,120,4.5,elefantrestaurant.de,https://www.yelp.com/biz/elefant-berlin?osq=Restaurants
Germany,Mustafas Gemüse Kebap,,"Mehringdamm 32, 10961 Berlin, Germany, Kreuzberg",Food Stands Kebab,910,4.0,mustafas.de,https://www.yelp.com/biz/mustafas-gem%C3%BCse-kebap-berlin-3?osq=Restaurants
Germany,Restaurant Bastard,+49 30 54821866,"Reichenberger Str. 122, 10999 Berlin, Germany, Kreuzberg",International Breakfast & Brunch Cafes,153,4.5,bastard-berlin.de,https://www.yelp.com/biz/restaurant-bastard-berlin?osq=Restaurants
Germany,Weingalerie und Café NÖ!,+49 30 2010871,"Glinkastr. 23, 10117 Berlin, Germany, Mitte",Wine Bars Mediterranean Flatbread,127,4.5,cafe-noe.de,https://www.yelp.com/biz/weingalerie-und-caf%C3%A9-n%C3%B6-berlin?osq=Restaurants
Germany,Burgermeister,+49 30 23883840,"Oberbaumstr. 8, 10997 Berlin, Germany, Kreuzberg",Fast Food Burgers,682,4.5,burger-meister.de,https://www.yelp.com/biz/burgermeister-berlin?osq=Restaurants
Germany,Schnitzelei,+49 30 34702777,"Röntgenstr. 7, 10587 Berlin, Germany, Charlottenburg",Schnitzel,277,4.0,schnitzelei.de/charlottenburg,https://www.yelp.com/biz/schnitzelei-berlin-3?osq=Restaurants
Germany,Bao,+49 30 83203483,"Hindenburgdamm 57a, 12203 Berlin, Germany, Steglitz",Vietnamese,161,4.5,bao-cooking.de,https://www.yelp.com/biz/bao-berlin?osq=Restaurants
Germany,Gasthaus Krombach,+49 30 8818602,"Meinekestr. 4, 10719 Berlin, Germany, Charlottenburg",German,73,4.5,,https://www.yelp.com/biz/gasthaus-krombach-berlin?osq=Restaurants
Germany,Mezem,+49 176 83220425,"Kantstr. 124, 10625 Berlin, Germany, Charlottenburg",Mediterranean,38,5.0,mezemcatering.de,https://www.yelp.com/biz/mezem-berlin?osq=Restaurants
Germany,DaBangg,+49 30 95629407,"Hedwigstr. 18, 12159 Berlin, Germany, Schöneberg",Korean Tea Rooms,77,5.0,dabangg.de,https://www.yelp.com/biz/dabangg-berlin?osq=Restaurants
Germany,Rotisserie Weingrün,+49 30 20621900,"Gertraudenstr. 10 - 12, 10178 Berlin, Germany, Mitte",Barbeque German,94,4.5,rotisserie-weingruen.de,https://www.yelp.com/biz/rotisserie-weingr%C3%BCn-berlin?osq=Restaurants
Germany,Das Meisterstück,+49 30 55872562,"Hausvogteiplatz 3 - 4, 10117 Berlin, Germany, Mitte",German,150,4.0,dasmeisterstueck.de,https://www.yelp.com/biz/das-meisterst%C3%BCck-berlin?osq=Restaurants
Germany,Mabuhay,+49 30 2651867,"Köthener Str. 28, 10963 Berlin, Germany, Kreuzberg",Indonesian,95,4.5,,https://www.yelp.com/biz/mabuhay-berlin?osq=Restaurants
Germany,Brauereigaststätte Leibhaftig,+49 30 54815039,"Metzer Str. 30, 10405 Berlin, Germany, Prenzlauer Berg",Breweries Gastropubs,67,5.0,leibhaftig.com,https://www.yelp.com/biz/brauereigastst%C3%A4tte-leibhaftig-berlin?osq=Restaurants
Germany,The Bird,+49 30 51053283,"Am Falkplatz 5, 10437 Berlin, Germany, Prenzlauer Berg",Burgers Steakhouses,654,4.0,thebirdinberlin.com,https://www.yelp.com/biz/the-bird-berlin?osq=Restaurants
Germany,Clärchens Ballhaus,+49 30 2829295,"Auguststr. 24, 10117 Berlin, Germany, Mitte",German Music Venues Beer Garden,206,4.0,ballhaus.de,https://www.yelp.com/biz/cl%C3%A4rchens-ballhaus-berlin-2?osq=Restaurants
Germany,Cocolo Ramen,+49 30 98339073,"Gipsstr. 3, 10119 Berlin, Germany, Mitte",Ramen,275,4.0,kuchi.de,https://www.yelp.com/biz/cocolo-ramen-berlin?osq=Restaurants
Germany,Dolores,+49 30 28099597,"Rosa-Luxemburg-Str. 7, 10178 Berlin, Germany, Mitte",Mexican,507,4.0,dolores-berlin.de,https://www.yelp.com/biz/dolores-berlin?osq=Restaurants
Germany,Yarok,+49 30 95628703,"Torstr. 195, 10115 Berlin, Germany, Mitte",Syrian,156,4.5,yarok-restaurant.de,https://www.yelp.com/biz/yarok-berlin?osq=Restaurants
Germany,BBI Berlinburger International,+49 160 4826505,"Pannierstr. 5, 12047 Berlin, Germany, Reuterkiez, Neukölln",Burgers,342,4.5,berlinburgerinternational.com,https://www.yelp.com/biz/bbi-berlinburger-international-berlin?osq=Restaurants
Germany,Matreshka,+49 163 9870767,"Boxhagener Str. 60, 10245 Berlin, Germany, Friedrichshain",Russian Ukrainian,179,4.5,russischessen.de,https://www.yelp.com/biz/matreshka-berlin-2?osq=Restaurants
Germany,Lorenz Adlon Esszimmer,+49 30 22611960,"Unter den Linden 77, 10117 Berlin, Germany, Mitte",Modern European,65,5.0,lorenzadlon-esszimmer.de,https://www.yelp.com/biz/lorenz-adlon-esszimmer-berlin?osq=Restaurants
Germany,Mogg,+49 30 330060770,"Auguststr. 11 - 13, 10117 Berlin, Germany, Mitte",American (Traditional) Sandwiches,91,4.0,moggmogg.com,https://www.yelp.com/biz/mogg-berlin-2?osq=Restaurants
