Dresden,Sophienkeller,+49 351 497260,"Taschenberg 3, 01067 Dresden, Germany",German,130,4.0,sophienkeller-dresden.de,https://www.yelp.com/biz/sophienkeller-dresden-2?osq=Restaurants
Dresden,Gaststätte Zum Schießhaus,+49 351 4845990,"Am Schießhaus 19, 01067 Dresden, Germany",German,80,4.5,zum-schiesshaus.de,https://www.yelp.com/biz/gastst%C3%A4tte-zum-schie%C3%9Fhaus-dresden?osq=Restaurants
Dresden,Gaststätte Oma,+49 351 4222066,"Cossebauder Str. 15, 01157 Dresden, Germany",German,92,4.5,oma-opa.de,https://www.yelp.com/biz/gastst%C3%A4tte-oma-dresden?osq=Restaurants
Dresden,Planwirtschaft,+49 351 8013187,"Louisenstr. 20, 01099 Dresden, Germany",German,75,4.5,planwirtschaft-dresden.de,https://www.yelp.com/biz/planwirtschaft-dresden?osq=Restaurants
Dresden,Watzke Brauereiausschank am Ring,+49 351 20524381,"Dr.-Külz-Ring 9, 01067 Dresden, Germany",German,27,4.5,watzke.de,https://www.yelp.com/biz/watzke-brauereiausschank-am-ring-dresden-2?osq=Restaurants
Dresden,Altmarktkeller,+49 351 4818130,"Altmarkt 4, 01067 Dresden, Germany",German Modern European,63,4.0,altmarktkeller.de,https://www.yelp.com/biz/altmarktkeller-dresden-2?osq=Restaurants
Dresden,Las Tapas,+49 351 4960108,"Münzgasse 4, 01067 Dresden, Germany",Spanish Mediterranean,122,4.0,las-tapas.de,https://www.yelp.com/biz/las-tapas-dresden?osq=Restaurants
Dresden,Dampfschwein,+49 351 8103197,"Louisenstr. 26, 01099 Dresden, Germany",Barbeque Burgers,35,4.5,dampfschwein.de,https://www.yelp.com/biz/dampfschwein-dresden?osq=Restaurants
Dresden,Stresa,+49 351 65615730,"Augsburger Str. 85, 01277 Dresden, Germany",Modern European International German,38,5.0,restaurant-stresa.de,https://www.yelp.com/biz/stresa-dresden?osq=Restaurants
Dresden,Tô Dresden,+49 351 8996183,"Bischofsweg 15, 01097 Dresden, Germany",Vietnamese,17,4.5,to-dresden.de,https://www.yelp.com/biz/t%C3%B4-dresden-dresden?osq=Restaurants
Dresden,Gänsedieb,+49 351 4850905,"Weiße Gasse 1, 01067 Dresden, Germany",Bars German International,74,4.0,gaensedieb.de,https://www.yelp.com/biz/g%C3%A4nsedieb-dresden?osq=Restaurants
Dresden,Dresden 1900,+49 351 48205858,"An der Frauenkirche 20, 01067 Dresden, Germany",Gastropubs Breakfast & Brunch,129,4.0,dresden1900.de,https://www.yelp.com/biz/dresden-1900-dresden?osq=Restaurants
Dresden,Rollercoaster Restaurant,+49 351 82127900,"Wiener Platz 10, 01069 Dresden, Germany",German,83,3.5,rollercoaster-dresden.de,https://www.yelp.com/biz/rollercoaster-restaurant-dresden?osq=Restaurants
Dresden,Lila Sosse,+49 351 8036723,"Alaunstr. 70, 01099 Dresden, Germany",German,56,4.5,lilasosse.de,https://www.yelp.com/biz/lila-sosse-dresden?osq=Restaurants
Dresden,Ararat,+49 351 4758013,"Alaunstr. 37, 01099 Dresden, Germany",Turkish Kebab,19,4.5,,https://www.yelp.com/biz/ararat-dresden-2?osq=Restaurants
Dresden,Freiberger Schankhaus,+49 351 5004347,"Neumarkt 8, 01067 Dresden, Germany",German Austrian,54,4.0,freiberger-schankhaus.de,https://www.yelp.com/biz/freiberger-schankhaus-dresden?osq=Restaurants
Dresden,Café Milchmädchen,+49 351 21512735,"Grunaer Str. 27, 01069 Dresden, Germany",Cafes,3,5.0,milchmaedchen-cafe.de,https://www.yelp.com/biz/caf%C3%A9-milchm%C3%A4dchen-dresden?osq=Restaurants
Dresden,Pulverturm an der Frauenkirche,+49 351 262600,"An der Frauenkirche 12, 01067 Dresden, Germany",German,96,4.0,pulverturm-dresden.de,https://www.yelp.com/biz/pulverturm-an-der-frauenkirche-dresden?osq=Restaurants
Dresden,Firat Kebab Haus,+49 351 8210857,"Bergstr. 68, 01069 Dresden, Germany",Turkish Kebab,8,5.0,firat-dresden.com,https://www.yelp.com/biz/firat-kebab-haus-dresden?osq=Restaurants
Dresden,Asia-Imbiss Kaisergarten,+49 351 4716645,"Strehlener Str. 19, 01069 Dresden, Germany",Chinese,,5.0,,https://www.yelp.com/biz/asia-imbiss-kaisergarten-dresden?osq=Restaurants
Dresden,Curry & Co.,+49 351 2093153,"Louisenstr. 62, 01099 Dresden, Germany",Curry Sausage Food Stands,67,4.5,curryundco.com,https://www.yelp.com/biz/curry-und-co-dresden-2?osq=Restaurants
Dresden,Budapest,+49 351 4287105,"Hofmühlenstr.14, 01187 Dresden, Germany",Hungarian Delicatessen,2,4.5,budapest-dresden.de,https://www.yelp.com/biz/budapest-dresden?osq=Restaurants
Dresden,Raskolnikoff,+49 351 8045706,"Böhmische Str. 34, 01099 Dresden, Germany",Russian Cafes Beer Garden,72,4.5,raskolnikoff.de,https://www.yelp.com/biz/raskolnikoff-dresden?osq=Restaurants
Dresden,William,+49 351 44008800,"Theaterstr. 2, 01067 Dresden, Germany",Cocktail Bars German,17,5.0,restaurant-william.de,https://www.yelp.com/biz/william-dresden-2?osq=Restaurants
Dresden,The Red Rooster,+49 351 2721850,"Rähnitzgasse 10, 1099 Dresden, Germany",Pubs Cafes,12,4.5,redrooster-pub.de,https://www.yelp.com/biz/the-red-rooster-dresden?osq=Restaurants
Dresden,Gasthaus Am Neumarkt,+49 351 32367210,"An der Frauenkirche 13, Zugang über Salzgasse, 01067 Dresden, Germany",Bars German,22,4.0,gasthaus-am-neumarkt.de,https://www.yelp.com/biz/gasthaus-am-neumarkt-dresden?osq=Restaurants
Dresden,Schwindts Restaurant im Kellergewölbe,+49 351 2598502,"Bodenbacher Str. 120, 01277 Dresden, Germany",Seafood,20,5.0,schwindts.de,https://www.yelp.com/biz/schwindts-restaurant-im-kellergew%C3%B6lbe-dresden?osq=Restaurants
Dresden,Mr. Bien,+49 351 2635005,"Prager Str. 15, Centrum Gallerie, 01069 Dresden, Germany",Pan Asian,7,4.5,,https://www.yelp.com/biz/mr-bien-dresden?osq=Restaurants
Dresden,Poseidon,+49 351 4668888,"Richard-Strauß-Platz 4, 01219 Dresden, Germany",Greek,6,4.5,,https://www.yelp.com/biz/poseidon-dresden?osq=Restaurants
Dresden,L’Osteria,+49 351 48287810,"Wilsdruffer Str. 14 - 16, 01067 Dresden, Germany",Pizza Italian,62,3.5,losteria.de,https://www.yelp.com/biz/l-osteria-dresden?osq=Restaurants
Dresden,Kanzlei,+49 351 3161488,"Pohlandstr. 18, 01309 Dresden, Germany",Wine Bars Steakhouses,79,4.5,restaurant-kanzlei.de,https://www.yelp.com/biz/kanzlei-dresden?osq=Restaurants
Dresden,Mongolian Bar und Restaurant,+49 351 4848600,"Schützenplatz 14, 01067 Dresden, Germany",Mongolian Sushi Bars Pan Asian,16,4.0,mongolianbar.de,https://www.yelp.com/biz/mongolian-bar-und-restaurant-dresden?osq=Restaurants
Dresden,Restaurant Pegasus,+49 351 4767629,"Chemnitzer Str. 46, 01187 Dresden, Germany",Greek,9,4.0,,https://www.yelp.com/biz/restaurant-pegasus-dresden?osq=Restaurants
Dresden,Sushi & Wein,+49 351 30707510,"Maxstr. 1, 01067 Dresden, Germany",Sushi Bars,49,4.0,sushi-und-wein.de,https://www.yelp.com/biz/sushi-und-wein-dresden-6?osq=Restaurants
Dresden,Vapiano,+49 351 4824864,"St. Petersburger Str. 26, 01069 Dresden, Germany",Italian,111,3.5,vapiano.de,https://www.yelp.com/biz/vapiano-dresden?osq=Restaurants
Dresden,BrennNessel,+49 351 4943319,"Schutzengasse 18, 01067 Dresden, Germany",Vegetarian,34,4.0,brennnessel-dresden.de,https://www.yelp.com/biz/brennnessel-dresden?osq=Restaurants
Dresden,Restaurant Daniel,+49 351 81197575,"Nieritzstr. 11, 01097 Dresden, Germany",German,7,4.5,,https://www.yelp.com/biz/restaurant-daniel-dresden?osq=Restaurants
Dresden,Chinarestaurant Mandarin,+49 351 4963193,"Gewandhausstr. 5, 01067 Dresden, Germany",Chinese,22,3.5,,https://www.yelp.com/biz/chinarestaurant-mandarin-dresden?osq=Restaurants
Dresden,Schwarzmarkt Café,+49 351 8010833,"Hauptstr. 36, 01097 Dresden, Germany",Cafes Patisserie/Cake Shop,32,4.0,,https://www.yelp.com/biz/schwarzmarkt-caf%C3%A9-dresden-2?osq=Restaurants
Dresden,Lukullus,+49 351 4711048,"Altstrehlen 3, 01219 Dresden, Germany",Greek,18,4.5,,https://www.yelp.com/biz/lukullus-dresden?osq=Restaurants
Dresden,Samui,+49 351 27511802,"Weisse Gasse 3, 01067 Dresden, Germany",Thai,11,4.0,,https://www.yelp.com/biz/samui-dresden?osq=Restaurants
Dresden,Scheunecafé,+49 351 8026619,"Alaunstr. 36 - 40, 01099 Dresden, Germany",Indian,63,4.0,scheunecafe.de,https://www.yelp.com/biz/scheunecaf%C3%A9-dresden?osq=Restaurants
Dresden,Schnizz,+49 351 4403637,"Blochmannstr. 24, 01069 Dresden, Germany",Fast Food German,15,4.5,schnizz.de,https://www.yelp.com/biz/schnizz-dresden-4?osq=Restaurants
Dresden,Good Friends,+49 351 6465814,"An der Dreikönigskirche 8, 01097 Dresden, Germany",Vietnamese Thai Pan Asian,14,4.0,goodfriends-restaurant.de,https://www.yelp.com/biz/good-friends-dresden?osq=Restaurants
Dresden,China Thai,+49 351 5636087,"Alaunstr. 31, 01099 Dresden, Germany",Thai Chinese,6,5.0,,https://www.yelp.com/biz/china-thai-dresden?osq=Restaurants
Dresden,Couscous Haus,+49 1520 4329227,"Louisenstr. 28, 01099 Dresden, Germany",German,4,5.0,,https://www.yelp.com/biz/couscous-haus-dresden?osq=Restaurants
Dresden,Trattoria la Piazzetta,+49 351 5634126,"Neustädter Markt 8, 01097 Dresden, Germany",Italian,9,4.0,,https://www.yelp.com/biz/trattoria-la-piazzetta-dresden?osq=Restaurants
Dresden,Pakistani Dhaba,+49 351 65863185,"Wittenberger Str. 79, 01277 Dresden, Germany",Pakistani,7,4.5,pakistanidhaba.de,https://www.yelp.com/biz/pakistani-dhaba-dresden?osq=Restaurants
Dresden,Call a Pizza,+49 351 4416062,"Pillnitzer Str. 28, 01069 Dresden, Germany",Pizza,4,5.0,call-a-pizza.de,https://www.yelp.com/biz/call-a-pizza-dresden-6?osq=Restaurants
Dresden,Bodega Madrid,+49 351 49773800,"Neumarkt 12, 01067 Dresden, Germany",Cocktail Bars Spanish,12,4.0,widmann-gastronomie.de/restau…,https://www.yelp.com/biz/bodega-madrid-dresden-2?osq=Restaurants
Dresden,Bei Lampros,+49 351 31465676,"Schlüterstr. 24, 01277 Dresden, Germany",Greek,4,5.0,bei-lampros.de,https://www.yelp.com/biz/bei-lampros-dresden?osq=Restaurants
Dresden,Roots,+49 351 89962050,"Hauptstr. 35, 01097 Dresden, Germany",Vegan Vegetarian,,5.0,,https://www.yelp.com/biz/roots-dresden-2?osq=Restaurants
